new_tweets,sentiment,classification
@RepCohen @SenAlexander Can you do something to help  Luke? This Tennessean &amp; @uofmemphis grad has been quarantined nearly a month in Japan with no end in sight! #CoronavirusOutbreak https://t.co/5ViQAcpgE5,anger,opinion
"The #COVID19 outbreak could cost airlines $113 billion, as airlines drastically cut flights worldwide. https://t.co/lf4oA39JI8 #coronavirusoutbreak https://t.co/1HSKvTZGQp",sadness,opinion
WashðŸ‘YourðŸ‘Hands! #CommonSense #CoronavirusOutbreak https://t.co/hphNEIb4SE,neutral,precautions
"Of bigger concern to me is the impact on #smallbusinesses when their larger #customers &amp; #suppliers are forced to pull back due to the virus #epidemic. #COVID19 #CoronavirusOutbreak #SmallBusiness 
https://t.co/Xl4akDyhga",anger,opinion
"As a #CoronavirusOutbreak begins please know it will spread through money. Please handle all money with gloves put in a envelope âœ‰ï¸ and seal in a ziplock and mail it to me I will make sure it is properly disposed.
JUST LOOKING OUT FOR YALL HEALTH ðŸ’¯ðŸ™ðŸ¾",happy,joke
"Don't believe on rumors
Don't spread rumors 
#CoronavirusOutbreak",hope,opinion
.â¦@IATAâ© forecasts $63-113B loss to #airlines in 2020 due to #CoronavirusOutbreak  https://t.co/neYIFtI1i8,neutral,reporting
"South Africans le bjang Mara .
#SouthAfrica #Coronvirus #CoronaVirusSA #CoronavirusOutbreak ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ https://t.co/2vlFdTEâ€¦",neutral,opinion
Just found out that Iâ€™ll be teaching online for the rest of the semester at HKU because of the uncertainty over coronavirus situation.  Thatâ€™ll be more lectures and tutorials over Zoom. #HKU @JMSCHKU #COVID #CoronavirusOutbreak #COVID2019 #schools #HongKong #hk #Covid_19 #China,sadness,opinion
"Practice food safety
https://t.co/rWixEQsWZa

#coronavirus #covid #corona  #coronavirusinindia #coronaalert #india #precautionsforcoronavirus #coronavirusoutbreak #coronavirusindia #coronaindia #coronainindia #coronaoutbreak  #india #CoronaKoDhona https://t.co/As9qp3YiIy",hope,opinion
#Introverts have always been prepared for #CoronavirusOutbreak https://t.co/YlyJNjpVqW,happy,joke
Looks like #COVIDãƒ¼19 big run was 2 months in China. This was with stringent methods of maintaining quarantine. In US we simply tell people to self isolate at home. With that difference I suspect run in US to be much longer than 2 months with many more cases. #CoronavirusOutbreak https://t.co/A1Yj9WU8yw,sadness,opinion
"Dropping later today, it's my interview with @elizabeth_m_b talking about the Cosplay Crunch Contest 2020 panel Sundayâ€¦",neutral,reporting
"@OfficialDMRC, @ArvindKejriwal, @noidametrorail I hope DMRC and NMRC also plan such precautionsary measures keeping in mind the safety of the daily commuters. #COVID19india #CoronavirusOutbreak #delhimetro https://t.co/jisemyha0n",hope,opinion
Canâ€™t stop touching your face? I highly recommend these blinking gloves #COVID19 #CoronavirusOutbreak #DONTtouchYOURface https://t.co/NLBfZUrnUd,neutral,precautions
"How to stop the spread of coronavirus â€“Â video explainer.

Children not much affected.

#CoronavirusOutbreak  https://t.co/ZflWDtUurQ",hope,opinion
Mara why aren't we serious as a khantri? #CoronaVirusSA #CoronavirusOutbreak #CorinsVirusChallenge,neutral,opinion
"@CBSNews @maggieNYT Pence has probably told them to stop at 144k. That's enough to test all the elect who will be rising during the Rapture. What need is there to check anyone else after that?
#CoronavirusOutbreak",neutral,reporting
"reporting in #CoronavirusOutbreak :
The virus can be lethal on the elderly, infants and people with previous complications, particularly lungs. Virus not as deadly as MSM puts it out to be.
Keep precautions, but the 3% death rate is inflated.",sadness,opinion
Man just coughed in the train... 69 pairs of accusing eyes are now staring him down #COVID19 #CoronavirusOutbreak,anger,opinion
"And yet here we are with @VP in charge of #CoronavirusOutbreak. 

There really is a tweet for everything. https://t.co/qTkZSh60es",anger,opinion
I can't #CoronavirusOutbreak https://t.co/IILFqLs96z,happy,joke
"This is how friends greet each other now ðŸ˜‚ðŸ˜‚ðŸ˜‚.
Stay safe everyone and remember to wash your hands regularly and keep your environment clean!
#CoronaAlert #CoronavirusOutbreak #CoronaVirusUpdate https://t.co/LEChX47z5s",neutral,precautions
If this whole #CoronavirusOutbreak threat has taught me anything it's that men who haven't developed the ability to smile and joke in the face of adversities outside of their control tend to be insufferable twats.,sadness,opinion
Iranian Health Ministry spox tweeted this sketch tracking the #CoronavirusOutbreak in #Iran with Qom as the country's epiâ€¦,neutral,reporting
"Thank you
#CoronavirusOutbreak 
ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨ðŸš¨",happy,joke
"#CoronavirusInIndia: 28 cases reported 

#CautionYesPanicNo

#Coronavirus
#COVID19

#CoronavirusOutbreak LIVE Updates ðŸ‘‡â€¦",neutral,reporting
"China - A 36 year old man has died from #coronavirus five days after being given the all clear by doctors in Wuhan, Chinaâ€¦",neutral,reporting
"One more proof showing CCP hiding the truth of the #CoronavirusOutbreak 

CCP Order: GOV-Employees No Upload Coronavirus Râ€¦",neutral,reporting
@realDonaldTrump @SenTomCotton @realdonaldtrump call Theranos immediately! They can do anything with a single little prick. One test and you can claim to know everything about any illness. Shouldnâ€™t think itâ€™d be too hard to shove Coronavirus on that list! #CoronavirusOutbreak #Coronvirus #Corona,anger,opinion
"The following guidance reporting has been sourced from IOSH and the World Health Organisation (WHO). Visit our website for practical steps to reduce infection https://t.co/eXvIWJWaXf

#COVID19 #Coronvirus #CoronavirusOutbreak #coronavirusprevention #washhands",hope,opinion
@Alitalia Not hearing back from you and the never-ending busy signal on all your numbers is not promising. Iâ€™m sure #alitalia has a fair policy that will kindly offer at least vouchers for future travel if #CoronavirusOutbreak has impacted our trips? Or do you?,sadness,opinion
"â€œ8 provinces in China have not seen a new case in 14 daysâ€

â€œSouth Korea is encouraging, with a slow down in new cases.â€

- World Health Organization

$SPX $QQQ $DIA $TLT #Coronvirus #CoronavirusOutbreak",neutral,reporting
"@BrettCMajor1 Canadaâ€™s economy  was taking a hit before corona virus. But ok @JustinTrudeau, stick with corona virus did it. #cdnpoli #CoronavirusOutbreak",sadness,opinion
So the @DrZweliMkhize Deaf people are not important to hear your brief on #CoronavirusOutbreak @shrc we have a right to access reporting @SABCNewsOnline where is the #SL interpreter?,neutral,reporting
"The mask my friend purchased at 149rs months back, is now 499rs. In such situation where govt shud avail at low prices, they are charging triple. This is how India will combat #CoronavirusOutbreak sir @drharshvardhan @SatyendarJain @SidharthNSingh 
Pathetic &amp; saddening. HELPLESS! https://t.co/n2JmeVOSmn",anger,opinion
Well supposedly #SanFrancisco has a bunch of employees working #remotejobs because of #CoronavirusOutbreak. Except #traffic sucked and the #sfbart platform is still super full. Iâ€™m heading  in &amp; most others too.,anger,opinion
"#Coronavirus: Greece shuts schools as WHO warns about local transmission

#CoronavirusOutbreak #COVID19 
 https://t.co/5tCDH5LfOv",anger,opinion
Analysis: Most of #Iranian #CoronavirusOutbreak areas fall in/around nuclear facilities.First outbreak at #Qom which coincidâ€¦,neutral,reporting
Donâ€™t shake hands. Greet people the safer way. #CoronavirusOutbreak https://t.co/m4xiqAq74M,neutral,precautions
waking up to news of #CoronavirusOutbreak causing major disruptions to life in 22 countries on 3 continents. Schools &amp; fâ€¦,neutral,reporting
#CoronavirusOutbreak is a distraction. Discuss https://t.co/rYa26HMqR2,sadness,opinion
stepdad brought 100 for Â£4 a couple weeks ago... Â£55 for 50 wipes!?! AND itâ€™s still going up?! The words gone MAD #CoronavirusOutbreak https://t.co/1d4oQ2Yd3X,anger,opinion
"MoCo Dir. HHS Dept, Dr. Travis Gayles, says there is no hard and fast rule as to when to close schools because of a #CoronavirusOutbreak. He says they would have to look at various factors.",neutral,reporting
This would suit #Johnson down to the ground. Does any other country this is a good strategy? Playing politics with #CoronavirusOutbreak . Avoiding accountability and scrutiny is his forte #toryscum https://t.co/HA79HbBDFV,neutral,reporting
Daughter back from school. Are they making you wash your hands when you arrive? No. Or leave? No. Any hand sanitisers? No. Anything? No. #COVID #COVID19 #coronavirus #CoronavirusOutbreak #coronavirusdeath #coronavirustruth #covid19UK #COVID_2019  #COVID_19 #CoronaAlert #COVIDãƒ¼19,anger,opinion
Chinaâ€™s wildlife trade via @SCMPgraphics  https://t.co/b0AWy6n0aa #2020 #Covid_19 #CoronavirusOutbreak #coronavirus #châ€¦,sadness,opinion
"SHOCKER!! NOT! ðŸ˜·ðŸ˜·ðŸ˜·ðŸ˜·

#COVID19 #CoronavirusOutbreak #TrumpVirusCoverup https://t.co/nBMJMN66bz",sadness,opinion
And so the panic has begun!!!How we gonna while our bums at this rate? Japanese style loo sales may go through the roof. #Coronvirus #CoronavirusOutbreak https://t.co/OOZKmsRCcw,anger,opinion
Having a fresh pre-spring haircut amid containing #CoronavirusOutbreak https://t.co/KsxLMd4Qna,happy,joke
"""In Zanjan prison, they don't even have medicine against a cold.""

#FreeNarges and other prisoners are in great dangerâ€¦",anger,opinion
"Coronavirus has led Slipknot to postpone their entire Asian tour, including their own 2020 Knotfest Japan festival: https://t.co/YyJYVFVGeX #CoronavirusOutbreak https://t.co/7V87TFzrvF",sadness,opinion
"@GOPLeader I never thought I'd see the day....
Never mind, the list of horrors you and your team of #GOPTraitors have committed is too long for Twitter. 
#shame #CoronavirusOutbreak #TrumpNotFitForOffice",anger,opinion
"$CODX Y'all remember that down low
Just put a little dip with it

Pop it, push it, rock it, roll it
Can't control it?
I can hold it

#COVID19 #COVIDãƒ¼19 #CoronaAlert #CoronavirusOutbreak #Coronvirus #coronavirus #stockstowatch #StockMarket #stocks #NASDAQ #CDC 

@Phase1Trading https://t.co/CA6Xc0t5NJ",neutral,reporting
Omo issue done occur o. I hear say them done suspend touching of holy water font for church because of Corona virus. Fâ€¦,sadness,opinion
"I am an otherwise healthy person, living with a chronic illness that requires me to artificially suppress my immune system. Please wash your hands, cover your cough, and stop shaking hands with people. 

#CoronavirusOutbreak https://t.co/FaCuPVk5XD",hope,opinion
"#CoronaVirusUpdate 

Advisory from @HRDMinistry for schools regarding #covid19.

#CoronavirusOutbreak 
#HealthForAll
#Swasâ€¦",neutral,reporting
"AmazonCommercial Multi-Purpose Peroxide Cleaner, 32-Ounces, 2-Pack https://t.co/W5E1ffnXNP ad #coronavirus #virus #CoronavirusOutbreak #COVID2019 #wuhanvirus #CoronavirusUSA #pandemic #COVIDãƒ¼19 #Coronavid19 #SARSCoV2 #flu #Covid_19 #CoronaOutbreak #COVID19 #SARS_COV_2",neutral,reporting
"With the #CoronavirusOutbreak set to affect up to one fifth of the UK's working population, and new Statutory Sick Pay measures announced by the Government yesterday, have you considered how this might affect your #payroll and other #employee obligations?
https://t.co/55W88874xF",anger,opinion
"ToTok launches new Coronavirus live updates feature
#totok #coronavirus #CoronavirusOutbreak 

Read more: https://t.co/oc50TKVLHS https://t.co/CWmr8MGSfG",neutral,reporting
"Lets Have #Youngblood Saves Us From The #CoronavirusOutbreak ! â€œIâ€™VE GOT THIS STAY BACKâ€
Retweet https://t.co/N41phisfIX",hope,opinion
"@makidos @Phehello_J @PrinceChiczo Can you please go and go shoot that guy who came back from Italy with #CoronaVirusSA before he infects more people.
#Coronvirus 
#CoronavirusOutbreak https://t.co/qoplBieVvz",anger,opinion
"ðŸš¨#CoronaAlert safety first, no fear. 

This is a thread of some great videos on proper hand washing, staying healthy, building immunity, and quarantine entertainment.

#COVID19 #CoronavirusOutbreak #COVIDãƒ¼19 #Corona https://t.co/CuxyJ2jKee",hope,opinion
"From @MobilePunch and @CNN 
The Corona virus can be spread through MONEY. If you have any money at home, wear your gloves, put the money in any bag and place it outside. Tonight I'll be collecting all bags for your safety
Rt and save a live todayðŸ˜
#COVID19 
#CoronavirusOutbreak",happy,joke
"Donâ€™t listen to shithead. #CoronavirusOutbreak #CoronaAlert 
#StayAwayFromPeopleWho are dumb AF.
#BREAKING https://t.co/j4tkssXhzU",happy,joke
.@MCPS officials are making plans in case schools need to close because of a #CoronavirusOutbreak. Dept. Superintendent Monifa McKnight says they're trying to figure out how to continue w/ instruction.,hope,opinion
"Iâ€™m so fucking tired of hearing about #CoronavirusOutbreak â€¼ï¸ just shut the fuck up and if you die you die. If you survive, youâ€™ll receive financial compensation in 10 years ðŸ˜‚ðŸ˜‚",anger,opinion
#SouthKorea continues to have a lower critical case and mortality rate than the global average. Compare the numbers coming out of Italy and Iran. Dietary seaweed hypothesis is still valid. #COVID19 #COVIDãƒ¼19 #CoronavirusOutbreak https://t.co/HTurOhixaY,sadness,opinion
GOP operative/Trump sycophant Sean Hannity helps Donald Trump push fakenews about the coronavirus. https://t.co/JzMxjeQehg #ThursdayThoughts #COVID19 #TrumpIsaDisgrace #Coronavirus #CoronavirusOutbreak #Pencedemic #FoxNews #SeanHannity #FoxPropaganda,anger,opinion
A quote from @AOC giving advice:â€One practice Iâ€™ve used in no-hand shake situations is to put my hand over my heart and smâ€¦,neutral,reporting
@realDonaldTrump @POTUS @SenTomCotton You called it a â€œHOAXâ€ and said it was â€œmade up by the Democrats.â€ We arenâ€™t going to forget that. You arenâ€™t doing NEARLY enough and the economy is going to tank. Your karma for making everything about you and making everything political. #CoronavirusOutbreak,anger,opinion
How many of you have become all-too-aware of how often you inadvertently touch your own face? #CoronavirusOutbreak https://t.co/USikRT5BM5,neutral,precautions
"#TheEyesOfDarkness ... Book published in 1981 predicted the #CoronavirusOutbreak ?

@deankoontz ... How?! https://t.co/Hf8hcCSIr0",sadness,opinion
"It is so painful and heartbreaking to see Ka'aba like this,
For the first time ever I'm seeing The Holy Kaaba is empty with no worshippers around it due to #CoronavirusOutbreak/empty for cleaning. ðŸ’”ðŸ¤² Tawaaf continues on 1 &amp; 2 floor.
May Allah forgive us All.
#CoronaAlert https://t.co/J2CUfY4G6o",sadness,opinion
"While we work towards medicare for all at the state &amp; national level, we must take immediate steps to protect the people at the front lines of #CoronavirusOutbreak exposure â€“ our airport workers. My #HealthyTerminalsAct will ensure they have access to the healthcare they need. https://t.co/Y8I0rxz5RB",hope,opinion
US - California: Governor declared a state of emergency over #coronavirus after a California man died after falling ill wiâ€¦,anger,opinion
"@SteveBellone Whatâ€™s the plan, to deal with a #CoronavirusOutbreak?",neutral,opinion
@CBSNews What About the Rest of Us #Coronavirus #CoronavirusOutbreak #CoronaVirusSeattle,neutral,opinion
"Does exercise help to increase your immunity? As the world works to combat the #CoronavirusOutbreak, research from @KCHillâ€¦",hope,opinion
"this kind of news makes me nervous:
Last night, the western press reported that a 36-year old man thought to have recovered from coronavirus had died from respiratory failure in Wuhan five days after being discharged.
#coronavirus #CoronavirusOutbreak",anger,opinion
"@jennerific713 @realDonaldTrump @SenTomCotton DO NOT TOUCH YOUR FACE 
she said, right before she touches her face
The @realDonaldTrump administration is making the #CoronavirusOutbreak even worse with their poor handling of the outbreak

#Resist #VoteBlueToEndThisNightmare #TrumpLiesAboutCoronavirus

https://t.co/WC5xmh40iA https://t.co/3njWlN7pwt",anger,opinion
RT A_AbdoolKarim: [THREAD] The #CoronavirusOutbreak has reached SAs shores. With the first positive case confirmed this morning by DrZwelâ€¦,neutral,reporting
"king county, Washington #CoronavirusOutbreak 11 dead. ...  41 cases",neutral,reporting
"If necessary, stock up on things like hand cleanser, food, and cleaning suppliesâ€”but don't worry about face masks or bottles. #Coronavirus #CoronavirusOutbreak https://t.co/M7jvfMUA2Z",neutral,precautions
Emergency move at the #Fed: #JayPowell takes the warning financial markets have given about #CoronavirusOutbreak over the past weeks to heart and brought out the big guns with a 50bp intra-meeting #ratecut. This is a tool that has not been used since 2008 https://t.co/fE2LrupSrH https://t.co/vQrCrduI2t,neutral,reporting
I was apprehensive of lackadaisical attitude of India in checking #CoronavirusOutbreak at airports and this tweet is just anâ€¦,sadness,opinion
"This statement by #Trump is a genuinely worrying sign of his poor mental health.
To dismiss literally EVERY expert under the sun and claim to know best? Is a real sign he is UNFIT to be President.

#Coronvirus #FactsMatter #piersmorgan #CoronavirusOutbreak #COVID19 https://t.co/HfaxajDrCa",anger,opinion
"Everyone is quick to be aghast that people didn't wash their hands properly before the #CoronavirusOutbreak.

But I'm willing to bet that 9/10 of you never did the circular thumb wank stage before.",anger,opinion
"My eye doctor is emailing patients about universal precautions, the flu, hand washing and other viruses, assume #CoronavirusOutbreak #Coronavirus https://t.co/Vh75iOQhVK",neutral,precautions
"Just been to @sainsburys and the shelves in the loo roll aisle are completely empty...I thought the main symptoms were coughing and sneezing,but obvs not  #CoronavirusOutbreak #Shittingthemselves #panicbuying",sadness,opinion
@realDonaldTrump @SenTomCotton Great work Mr President - also a big thank you to @VP - you guys are awesome #EstablishmentJoe #COVIDãƒ¼19 #CoronavirusOutbreak #KAG2020LandslideVictory,happy,opinion
Breaking News: Italy cancels @IamKingPromise &amp; @dianaahamilton shows due to #CoronavirusOutbreak #CODVID19 #DaybreakHitz #showâ€¦,neutral,reporting
"why take precautions ?

ðŸ‘‰Quand t'es vaccinÃ© tu ne risques rien #bisous
ðŸ‘‰When you're vaccinated you're safe #kiss 
ðŸ‘‰Wenn Sie geimpft sind, sind Sie sicher 
ðŸ‘‰Quando sei vaccinato sei al sicuro 

#CoronavirusOutbreak #CoronaAlert #coronavirus #COVID19 https://t.co/BU5LNKPlHD",neutral,precautions
A former passenger on the #GrandPrincess DIED today in #California after getting infected with #coronavirus onboard theâ€¦,neutral,reporting
Why are non scientists in charge of science things? #science #CoronavirusOutbreak,sadness,opinion
@realDonaldTrump @SenTomCotton Thank you President Trump and Senators to tackle #CoronavirusOutbreak in professional ways. Please headstart phase two deal with China and discuss Hong Kongâ€™s future  https://t.co/PIMJBaAO1k https://t.co/edlbHgWrUp,happy,opinion
"Unable to travel? Our B2B platform #TaiwanTrade can help connect buyers from all over the world with Taiwanese suppliers.

Browse products &amp; suppliers, submit an enquiry &amp; arrange to meet suppliers online: https://t.co/D012gHFUld

#CoronavirusOutbreak #COVID19 https://t.co/aK12LbPw3S",neutral,marketing
Dr Jacob here spitting FACTS #CoronavirusOutbreak https://t.co/OyHpKN1AQ3,neutral,opinion
"Biden voter: ""Japan and S. Korea are doing so much better than the US with how they're dealing with the #CoronavirusOutbrâ€¦",anger,opinion
"Even #JamesBond has met his match in #Coronavirus!

#movies #CoronavirusOutbreak #impact #films #NoTimeToDie #Hollywood #VirusCorona #economy https://t.co/gxf5MBtPSv",happy,joke
#Update on the #CoronavirusOutbreak https://t.co/QBpAdoL6HN https://t.co/zuzqyNCIj9,neutral,reporting
â€œSometimes quantification actually obscures as much as it reveals.â€ #Covid_19 #CoronavirusOutbreak https://t.co/735KweA3HV,anger,opinion
"TheDiamondLoupe: World's largest diamond market - #Antwerp - saw polished diamond trade in Feb. impacted by #CoronavirusOutbreak &amp; postponement of Hong Kong trade fairs. Rough diamond trade still bolstered by January sales, but storm clouds are gathering across industry. â€¦",neutral,reporting
Chilling #CoronavirusOutbreak https://t.co/8In5L8jSkG,sadness,opinion
"Yes itâ€™s good that we can laugh about it but seriously guys letâ€™s stay safe,take the preventative steps and stay informed about this virus. I donâ€™t know about yâ€™all but I still wanna live to be filthy rich and get married one day #Coronvirus #CoronaAlert #CoronavirusOutbreak",anger,opinion
Don't get too distracted with this #Coronvirus as it's the perfect distraction for people who are destroying everything. It's billionaires who run MSM #CoronavirusOutbreak,anger,opinion
"@007 ""Why did they push that new Bond movie to November?""
""No time to die.""
""I know what the title is, but why did they puâ€¦",happy,joke
"Go ahead. Follow these directions from Dr. Trump, letâ€™s see what happens. Omg. I CAN NOT. #TrumpLiesAboutCoronavirus #CoronavirusOutbreak #TrumpIsAnIdiot #TrumpCrash #COVID19 #CoronaVirusUpdate #CoronavirusOutbreak #CoronaVirusUpdate #TrumpNotFitForOffice https://t.co/MiUpZmU7qB",anger,opinion
"Currently in stock, mini wet wipe dispenser complete with 500 anti-bacterial wipes. Helps to protect against #CoronavirusOutbreak
Shop now: https://t.co/RrHkeLo1tl https://t.co/yF4a6NJf4I",neutral,reporting
"China is slowly getting back to work during the #CoronavirusOutbreak, but Beijing's normally busy KFC and Starbucks outlets are still empty #coronavirus https://t.co/qDk3XcuXE8",hope,opinion
"At least 700 people have to this day died of the coronavirus in Razi Hospital of Rasht, a city in northern Iran, according to a reporter affiliated to the Iranian opposition PMOI/MEK.
#Iran
#CoronavirusOutbreak https://t.co/V3kU9cMoP6",neutral,reporting
"|
Let's never forget the absolute incompetence of Trump and his Administration during the Coronavirus.

#CoronavirusOutbreâ€¦",anger,opinion
Your president is an idiot.  #CoronavirusOutbreak https://t.co/DtfNZPdyYT,anger,opinion
@DHSCgovuk Right now what the #UK needs is #transparency about the #CoronavirusOutbreak happening here...  THIS IS NOTâ€¦,anger,opinion
"I want the President to say, ""We are taking this situation very seriously and I'll direct you to the CDC for all questions. They have our complete support. They are the experts and we will follow their lead."" Instead, we get hunches. #CoronavirusOutbreak",anger,opinion
#CoronaVirusUpdates #coronavirus #CoronavirusOutbreak I still cant believe this is actually happening #WuhanCoronavirus https://t.co/3jzIEoVzBI,sadness,opinion
@realDonaldTrump @SenTomCotton Sadly @realDonaldTrump is the most INEPT president in the history of the world. The @POTUSâ€¦,anger,opinion
"Again, whatâ€™s going on in Italy that every root of the cases reported in Africa is from there?!
Isnâ€™t it time to ban flighâ€¦",neutral,confusion
Are they going to cancel the Olympics? #CoronavirusOutbreak,neutral,confusion
"""But there is now scientific evidence that Africans (and Whites) are more resistant to it than Asians and that this is for genetic reasons.""

#Coronvirus #CoronaOutbreak #CoronavirusOutbreak 

https://t.co/iZCjkhQUya",neutral,reporting
@Nectar_Gan What the holy hell is wrong with China ðŸ‡¨ðŸ‡³?? They and our country canâ€™t even do the right thing for the #Corâ€¦,anger,opinion
My interview on @CNN last night where I discussed comparisons between the #medievalplague and the #CoronavirusOutbreakâ€¦,neutral,reporting
"Saudi Govt Closed Tawaf Around Khana Kaba due to the fear of corona ,Seriously ?
I strongly condemn this cheap act done byâ€¦",anger,opinion
"South Africans : baba please protect us from coronavirus in mzansi

God :

#COVID19 #Coronvirus #CoronavirusOutbreak #CoronaVirusSA",hope,opinion
".. people are afraid (by design) and they are at risk, not because of an actual pandemic or outbreak, but because of the power of suggestion.  If they believe they are victims of the #CoronavirusOutbreak and they go to a hospital to be tested,",neutral,reporting
Washing your hands regularly? You should be...and here's how you do it correctly courtesy of @WHO.  20 to 30 seconds can help protect you and others. #CoronavirusOutbreak #PrepareDontPanic https://t.co/E41dOy7NZO,neutral,precautions
"@PeppermintGekko Donâ€™t listen to them.  As long as you take other precautions as well, like wash you hands, donâ€™t touch yourâ€¦",neutral,precautions
"Pls retweet after you read.
Magai was sentenced to death in South Sudan when he was just fifteen. Take action and help free him from death row #W4R19 https://t.co/mG77AGLlNU #help #free #sudan #save #viral #CoronaAlert #CoronavirusOutbreak #coronavirusnigeria #justice",neutral,irrelevant
1984 + OUTBREAK A data clerk conditioned to obey lives in an authoritarian world w/a deadly virus. When her family getâ€¦,neutral,reporting
"Weak as hell response and plan. 

Pathetic. ðŸ˜¡

Doing the least, possible. ðŸ‘Ž

Massive spread imminent.   We're not even râ€¦",anger,opinion
"@SenateGOP  What are you doing? 
Now is the time to #25thAmendmentNow 
Get in touch with @VP 
#CoronavirusOutbreak is Party neutral. 

You can die.   Yep. Along with the rest of the world if this isn't controlled NOW https://t.co/Xtz6QZeAS6",anger,opinion
ðŸ‡¿ðŸ‡¦ God had decided to give us a pass on the #CoronavirusOutbreak.... but yâ€™all decided to mock a poor Old Woman niloku nimemeâ€¦,sadness,opinion
To stop the spread of Coronavirus stop shaking hands with others. Bow to others like the orientals do or like Mike Penâ€¦,neutral,precautions
Notice this guy right here saying that he is just saying what he is told to say. I live in Fortbend. ðŸ¤¢ðŸ¤®ðŸ˜¡ðŸ¤¬#COVID #coronâ€¦,neutral,opinion
"#theultimateremedy
#CoronavirusOutbreak
Kindly follow the prescribed method and listen carefully the ultimate truth ofâ€¦",neutral,precautions
#USD continues its downward spiral as risk-appetite rises with only a few exceptions against both majors and emerging-marketâ€¦,neutral,opinion
"#CoronaVirus Outside of China - 16,523 cases and 297 deaths.

To date a total of 3,310 deaths and 96,953 total #covid19 cases have been confirmed worldwide.

#CoronaVirusOutbreak https://t.co/vPcNtHKHEv",neutral,reporting
"You guys are never serious with anythingðŸ˜‚ðŸ˜‚

#CoronaVirusSA #Coronvirus #CoronaAlert #COVID19 #CoronavirusOutbreak https://t.co/Os4wlzch0k",anger,opinion
"@Delta  why are you only offering waiver &amp; allowing changes to DOMESTIC flights booked betw. 3/1 &amp; 3/31 because of #COVID19? This is an effort to entice new bookings rather than to protect customers. 

How about including those who booked before #CoronavirusOutbreak? #COVD19",neutral,reporting
"@flySFO airport #covid19 #coronavirus #coronaviruscalifornia observations; Seems normal. Some #N95 mask wearers. Thumbs-up for
- Sanitation workers wearing #n95 masks
- Everyone washing hands in restroom. #washhands 
- No Panic
#CoronavirusOutbreak",hope,opinion
"It's an infectious disease not a airborne disease. 
Oh Naveena naveena annatu 
oh Corona Coronaaa ooooh oh ani 
#coronavirusinindia 
#CoronaAlert 
#CoronavirusOutbreak https://t.co/4thlU6kxbo",anger,fakenews
Now this is how you respond to a #crisis as a business. Applause to you @AlaskaAir. #Covid_19 #CoronavirusOutbreak https://t.co/0I6T4gsic3,happy,opinion
People all around the world let's be more careful about the #coronavirus it's time to be more careful about our #health let's be safe #CoronavirusOutbreak https://t.co/m13fdXl0qz,neutral,precautions
"If I had the corona virus, I know exactly who I would be sneezing on ðŸ˜ðŸ˜... #CoronavirusOutbreak #coronavirusinindia #coronavirus",happy,joke
"Canada reports 2 new cases bringing total confirmed cases there to 37, with 3 new cases reported today.

#CoronaVirus #Covid19 #CoronaVirusOutbreak https://t.co/enlTXM3TgO",neutral,reporting
$8B funding for the #CoronavirusOutbreak someone needs to see the bloat on this funding. Who is profiting from this?,sadness,opinion
"Really - somebody bluntly tell me team trump is not trying to spread the #CoronavirusOutbreak on purpose.

Because that is exactly what is happening.

trump told Hannity that the â€œcorona fluâ€ isnt as deadly as the WHO says.

That is criminally negligent.

#FuckTrump",anger,opinion
USA had months to prepare for #CoronavirusOutbreak and #CDC totally botched rollout of testing. #COVID19 #CoronaAlert  https://t.co/oxILZZ4bjK,anger,opinion
"@larsp2740 @realDonaldTrump @SenTomCotton DO NOT TOUCH YOUR FACE 
she said, right before she touches her face
The @realDonaldTrump administration is making the #CoronavirusOutbreak even worse with their poor handling of the situation

#Resist #VoteBlueToEndThisNightmare #TrumpLiesAboutCoronavirus

https://t.co/WC5xmh40iA https://t.co/yVGzoVPmO0",anger,opinion
"#CoronavirusOutbreak: Even as #coronavirus cases continue to spread around the world, a decade-old medicine has emergedâ€¦",hope,opinion
"Is it canceled yet?

h/t @sherinzy 

#COVID #CoronavirusOutbreak 

https://t.co/wXUMCr6yAW",neutral,confusion
Iâ€™m wondering about the High School in Ryde. Was that community transmition? Can we get some more reporting please? #coronavirusaustralia #CoronavirusOutbreak and for all the politically correct #Covid_19,neutral,confusion
"Go with vegetarian food and save your life.
#COVID #CoronavirusOutbreak #CoronaAlert #COVID2019 #China #cryptocurrency https://t.co/9p4gW17czZ",neutral,precautions
